image,xmin,ymin,xmax,ymax,label
1.jpg,820.6833075335397,23.44038130733945,866.9689112487099,74.10950401376147,pus
1.jpg,638.9427244582043,341.11715883027523,696.5681114551082,400.3042861238533,pus
1.jpg,689.9700043235199,461.8408180778032,747.627626789736,509.4692505720824,pus
1.jpg,975.6499356499356,278.6052803371264,1027.5418275418274,331.65789431783645,pus
1.jpg,1015.2140695382882,325.89130392882043,1065.9528786599099,376.63731695039866,pus
1.jpg,166.9135974702381,241.62356430951286,220.24693080357142,289.05884033203125,pus
1.jpg,661.389839616402,653.6894109030331,711.1676173941798,708.2400353285846,pus
1.jpg,1107.7531570353835,363.23297650505515,1183.6049365492725,426.0847050206802,missedlabel
1.jpg,454.9136491402116,0,501.1358713624338,30.026479420381435,missedlabel
1.jpg,1259.174603174603,581.4635462143842,1280,633.6423878389247,missedlabel
103.jpg,693.5466976264189,341.48678325688076,740.4987100103199,382.3320240825688,pus
103.jpg,566.1154540763674,236.55111811926608,725.7988906088752,382.56012041284407,ep
103.jpg,910.0724974200207,124.24360665137614,1101.4238906088751,380.2930905963303,ep
103.jpg,1085.611197110423,0,1280,286.4404816513762,ep
103.jpg,510.8426132860666,72.77960526315789,510.8426132860666,72.77960526315789,point-pus
103.jpg,545.5651780209616,58.04277118883635,545.5651780209616,58.04277118883635,point-pus
103.jpg,536.0953876387176,100.1480423776727,536.0953876387176,100.1480423776727,point-pus
103.jpg,567.6613555795315,198.04277921977797,567.6613555795315,198.04277921977797,point-pus
103.jpg,551.8783716091245,135.9375,551.8783716091245,135.9375,point-pus
103.jpg,506.4496835504007,366.2533215974507,558.3756670969482,419.305953176398,pus
103.jpg,336.61091336872585,188.70137299771167,336.61091336872585,188.70137299771167,point-ep
103.jpg,354.18275418275414,382.0194675611413,354.18275418275414,382.0194675611413,point-ep
103.jpg,422.2737190315315,306.2299938769308,422.2737190315315,306.2299938769308,point-ep
103.jpg,600.4358635979729,182.35815750925167,636.1836465371621,218.1110003229137,pus
103.jpg,634.3715487250643,195.40163535111557,674.7318738939832,236.9210861520309,pus
103.jpg,191.5607027228121,502.65104608950406,241.1463234998391,556.8570133444919,pus
103.jpg,44.20423855775418,636.6007191812965,101.86186102397039,693.113340190128,pus
103.jpg,1199.8284668597169,391.9050510851688,1199.8284668597169,391.9050510851688,point-pus
103.jpg,1228.3827018983268,368.83868952910467,1228.3827018983268,368.83868952910467,point-pus
106.jpg,959.1737616099072,267.0899655963303,1001.6776315789473,306.08205275229363,rbc
106.jpg,1082.015737874097,193.16959575688074,1117.6333849329205,229.58785837155963,rbc
106.jpg,354.25805933379905,0,402.0251034218607,36.619653096330275,rbc
106.jpg,628.8729963008632,331.85858555843953,665.331689272503,370.5427623548006,rbc
106.jpg,730.9069739382239,337.04008012505363,775.8799469111968,380.8661318851008,rbc
106.jpg,1168.116722470238,613.9737177309783,1208.477047639157,652.0332142984839,rbc
106.jpg,1137.393392555502,552.435943952687,1176.6006349541506,591.6487409997586,rbc
106.jpg,374.94179894179894,150.141184871898,414.05291005291,197.57648803710939,missedlabel
106.jpg,1261.4886067708333,535.3835294117647,1280,578.075294117647,missedlabel
106.jpg,787.8377407820767,241.6517991727941,836.4304057126323,287.9012109375,missedlabel
105.jpg,1225.4939370485035,8.355447247706422,1257.1944014447884,34.77643348623853,rbc
105.jpg,332.4936790505676,130.8513044724771,378.59507223942205,175.2673881880734,rbc
105.jpg,1091.6300863131937,529.9345568264123,1114.8310727496919,554.7884332749878,rbc
105.jpg,765.7959466965448,447.90872087759533,793.2920767275045,471.07314174915496,rbc
105.jpg,237.6654328182799,75.30592105263158,265.2856884825832,101.83223684210527,rbc
105.jpg,484.9059104307953,619.5164794921875,513.6309075408446,646.0427952816613,rbc
105.jpg,569.0817904207769,82.7269815143786,597.8068886790999,107.0427794205515,rbc
105.jpg,274.5976321670777,10.04277118883635,297.7986186035758,36.56908697831003,rbc
105.jpg,122.8108108108108,174.69679633867278,153.94594594594594,209.29633867276888,rbc
105.jpg,181.04506138392856,266.93478177068437,211.02706096163126,302.68767737905824,rbc
105.jpg,374.1433196589446,547.1361556064073,412.1973737129987,578.2757437070937,rbc
105.jpg,381.00732736084296,643.7677672362164,407.529814691924,676.0607086111805,rbc
105.jpg,707.0201973737129,377.90047442612985,740.461603623713,412.500016760226,rbc
105.jpg,567.6808236808237,599.3101021703376,595.3564993564993,630.449690271024,rbc
105.jpg,1029.9305346082688,654.8341648267664,1062.2188580879986,683.6670463788972,rbc
105.jpg,819.9194166264477,69.03089202950693,862.5860129102316,112.85699658426596,rbc
105.jpg,3.2123715512387383,367.0263501479369,29.73491166948198,397.01258497434566,rbc
105.jpg,304.0846560846561,0,332.5291005291005,39.28764705882353,missedlabel
109.jpg,768.5102500893926,270.59210526315786,813.9044897048962,312.0394736842105,pus
110.jpg,631.2494900484692,94.95243541767263,676.5912803696339,133.55058244809274,pus
110.jpg,571.6979736738267,328.9239130434782,622.2591792841584,368.35297482837524,pus
110.jpg,521.8510213028035,380.2292084138097,564.4671986323247,427.4398524263641,pus
110.jpg,1217.8163294320416,479.5875535748356,1269.5304932862975,533.0309882078632,pus
110.jpg,453.0793642414735,565.3695823966227,519.9622823157978,614.9622421439232,pus
110.jpg,455.4406521476834,613.4794385547766,515.4045457287644,672.29866052274,pus
110.jpg,65.29045004826246,30.449673091792413,390.47963923745164,541.3695991568488,ep
110.jpg,394.543130881998,47.77690505108517,452.2008061353764,107.74942749861448,missedlabel
110.jpg,302.34579110360363,412.50003435846327,357.6971424549549,470.1659030521489,missedlabel
110.jpg,484.8185328185328,221.43367196438788,533.2509652509652,276.79293969894167,missedlabel
110.jpg,1251.0759083581347,505.65179960363054,1280,563.7600168026195,missedlabel
110.jpg,164.8254136181382,0,448.0846909618882,182.83591768152573,ep
112.jpg,325.889963880289,24.352895642201837,362.41240970072243,62.055361238532114,rbc
112.jpg,490.2238132094943,90.00051605504588,517.015608875129,118.37219036697249,rbc
112.jpg,660.4131836945304,209.91055045871562,696.5888802889577,249.14105504587155,rbc
112.jpg,879.2605779153768,637.2341637493964,913.5670794633643,664.9782336431675,rbc
112.jpg,217.4076367389061,18.546889334862385,251.5190918472652,54.74840883027523,rbc
112.jpg,319.9873581011352,71.36989678899084,353.89293085655316,102.60258027522936,rbc
112.jpg,582.8393259671702,587.9638487163343,608.2498964434341,613.3848676179585,rbc
112.jpg,493.2182490752158,601.4638800370064,526.3625154130704,634.6217747738485,rbc
112.jpg,719.5726100107892,365.72697288111635,747.1927645268189,396.6743750321238,rbc
112.jpg,828.7876774654118,53.653326667419016,867.9949198640605,97.47940482482213,rbc
112.jpg,313.79493695704633,515.1728028181761,349.5427198962355,550.925645631838,rbc
112.jpg,190.95668813344594,252.7105426570098,219.78549936655403,286.15678451154,rbc
112.jpg,34.95155646718147,101.15905608083345,66.0866916023166,133.4519446610859,rbc
112.jpg,77.56331191682753,248.34442753213494,117.92363708574644,280.6373161123874,rbc
112.jpg,14.359501940556626,353.8730316511281,33.96312313988095,382.7059659979709,rbc
112.jpg,31.931394284909906,354.88903319753825,51.53496269707207,387.1819217777907,rbc
